date,installed_capacity,supply_capacity,full_power
2016-11-27,103299,75011,59455
2016-11-28,103299,83432,73520
2016-11-29,103299,85937,74156
2016-11-30,103299,85024,74959
2016-12-01,103299,86447,72598
2016-12-02,103299,85671,73589
2016-12-03,103299,83525,62882
2016-12-04,103299,82341,58853
2016-12-05,103299,87795,72596
2016-12-06,103299,90426,74652
2016-12-07,103299,90821,76917
2016-12-08,103299,90628,76313
2016-12-09,103299,91310,73993
2016-12-10,103299,85209,65024
2016-12-11,103299,87632,61800
2016-12-12,103299,92578,77426
2016-12-13,103299,92178,76461
2016-12-14,103299,92681,77634
2016-12-15,103299,92819,78945
2016-12-16,104466,93031,79966
2016-12-17,104466,89028,67116
2016-12-18,104466,88826,61057
2016-12-19,104466,91271,76506
2016-12-20,104466,89662,74281
2016-12-21,105866,89166,74306
2016-12-22,105866,90449,73690
2016-12-23,105866,90894,77048
2016-12-24,105866,90172,66078
2016-12-25,105866,88547,61186
2016-12-26,105866,91610,77204
2016-12-27,105866,92007,76864
2016-12-28,105866,92564,77863
2016-12-29,105866,93229,77900
2016-12-30,105866,93773,76199
2016-12-31,105866,92458,63693
2017-01-01,105866,89861,59234
2017-01-02,105866,92573,72901
2017-01-03,105866,94223,75471
2017-01-04,105866,92353,75778
2017-01-05,105866,92474,76304
2017-01-06,105866,92841,74060
2017-01-07,105866,90470,64879
2017-01-08,105866,90644,59058
2017-01-09,105866,92252,75090
2017-01-10,105866,93039,76690
2017-01-11,105866,94862,78898
2017-01-12,105866,94338,78403
2017-01-13,105866,94912,80079
2017-01-14,105866,92828,69894
2017-01-15,105866,91004,66021
2017-01-16,105866,93313,80790
2017-01-17,105866,94280,81681
2017-01-18,106238,95091,79959
2017-01-19,106238,94146,80171
2017-01-20,106238,94284,81765
2017-01-21,106238,90927,71225
2017-01-22,106238,91965,66749
2017-01-23,106238,95443,83657
2017-01-24,106238,96526,82884
2017-01-25,106238,95823,81686
2017-01-26,106238,95631,78670
2017-01-27,106238,91078,62908
2017-01-28,106238,89072,56442
2017-01-29,106238,89100,57667
2017-01-30,106238,91686,62634
2017-01-31,106238,94937,77034
2017-02-01,107098,95220,80173
2017-02-02,107098,96341,80243
2017-02-03,107098,96289,78232
2017-02-04,107098,94172,67533
2017-02-05,107098,94991,62577
2017-02-06,107098,96366,78251
2017-02-07,107098,97305,80163
2017-02-08,107098,96980,79274
2017-02-09,107098,97002,80002
2017-02-10,107098,95916,81268
2017-02-11,107098,92955,69363
2017-02-12,107098,93782,64047
2017-02-13,107098,96343,79050
2017-02-14,107098,96561,78279
2017-02-15,107098,96403,77770
2017-02-16,107098,96295,75604
2017-02-17,107098,96207,74358
2017-02-18,107098,90042,65574
2017-02-19,107098,89643,61553
2017-02-20,107098,93928,76063
2017-02-21,107098,93347,77149
2017-02-22,107098,93689,78523
2017-02-23,107098,93526,75909
2017-02-24,107098,92732,75970
2017-02-25,107098,91811,64596
2017-02-26,107098,91375,60444
2017-02-27,107098,93171,73564
2017-02-28,107098,92437,73617
2017-03-01,107098,92104,64523
2017-03-02,107098,92979,75921
2017-03-03,107098,93749,74262
2017-03-04,107098,91420,62651
2017-03-05,107098,91770,58780
2017-03-06,107098,94148,73396
2017-03-07,107098,93840,76756
2017-03-08,107703,92902,76634
2017-03-09,107703,92807,74556
2017-03-10,107703,92047,73349
2017-03-11,107703,90228,62468
2017-03-12,107703,91063,57589
2017-03-13,107703,93327,70385
2017-03-14,107703,91119,70674
2017-03-15,107703,90591,71134
2017-03-16,107703,91482,70775
2017-03-17,108601,91839,70322
2017-03-18,108601,90013,61921
2017-03-19,108601,87910,56890
2017-03-20,108601,87922,69809
2017-03-21,108601,87503,68210
2017-03-22,108601,87657,70170
2017-03-23,108601,87672,69549
2017-03-24,108601,88072,69257
2017-03-25,108601,86606,61395
2017-03-26,108601,87877,57467
2017-03-27,108601,88323,70135
2017-03-28,109493,86241,70060
2017-03-29,109493,87117,69891
2017-03-30,109493,87994,67807
2017-03-31,109493,88725,68976
2017-04-01,110502,82935,59219
2017-04-02,110502,85311,56420
2017-04-03,110502,84021,65686
2017-04-04,110502,86064,65973
2017-04-05,110502,86046,68200
2017-04-06,110502,87916,69129
2017-04-07,110502,87253,65396
2017-04-08,110502,86383,56759
2017-04-09,110502,84126,54617
2017-04-10,110502,87013,63993
2017-04-11,110502,87343,65921
2017-04-12,110502,85970,64262
2017-04-13,110502,84544,64430
2017-04-14,110502,85529,64493
2017-04-15,110671,83099,55961
2017-04-16,110671,82735,54282
2017-04-17,110671,82855,66355
2017-04-18,110671,83724,65101
2017-04-19,110671,83051,62985
2017-04-20,110671,83682,65335
2017-04-21,110671,84048,63284
2017-04-22,110671,83523,56424
2017-04-23,110671,81850,54420
2017-04-24,110671,82873,63820
2017-04-25,110671,81209,64533
2017-04-26,110671,80871,63329
2017-04-27,110671,79714,63751
2017-04-28,110671,80659,62861
2017-04-29,110671,81130,55507
2017-04-30,110671,80635,54163
2017-05-01,110671,82501,56790
2017-05-02,110671,82331,62100
2017-05-03,110671,82942,58991
2017-05-04,110671,83056,60366
2017-05-05,110671,83028,56195
2017-05-06,110671,79430,53271
2017-05-07,111168,80272,53449
2017-05-08,111168,77697,63803
2017-05-09,111168,79013,61163
2017-05-10,111168,80821,65137
2017-05-11,111168,80138,65315
2017-05-12,111168,80398,66500
2017-05-13,111168,78407,57892
2017-05-14,111168,77523,54246
2017-05-15,111168,81620,64452
2017-05-16,111168,80844,64434
2017-05-17,111168,79301,65506
2017-05-18,111168,80633,66176
2017-05-19,111168,80693,66619
2017-05-20,111292,80072,58028
2017-05-21,111292,81065,55580
2017-05-22,111292,81274,67482
2017-05-23,111292,82751,67772
2017-05-24,111292,83178,67810
2017-05-25,111292,81835,67007
2017-05-26,111292,83009,64402
2017-05-27,111292,81212,56633
2017-05-28,111292,82527,55277
2017-05-29,111292,83014,69854
2017-05-30,111292,82497,69887
2017-05-31,111292,81665,69234
2017-06-01,111292,81837,68853
2017-06-02,111292,82221,65633
2017-06-03,111292,76968,56898
2017-06-04,111292,77623,54654
2017-06-05,111292,81483,65530
2017-06-06,111292,81083,61087
2017-06-07,111292,82683,67008
2017-06-08,111292,81647,66753
2017-06-09,111292,83707,67241
2017-06-10,111292,82165,58759
2017-06-11,111292,83161,55233
2017-06-12,111292,83421,66895
2017-06-13,112316,84907,68006
2017-06-14,112316,85205,68179
2017-06-15,112316,84747,70246
2017-06-16,112316,86941,71332
2017-06-17,112316,83591,61261
2017-06-18,112316,81885,57785
2017-06-19,111729,85006,72473
2017-06-20,111729,85132,73961
2017-06-21,112779,86441,73408
2017-06-22,112779,86466,73196
2017-06-23,112779,86724,75077
2017-06-24,113705,83428,63296
2017-06-25,113705,85323,58182
2017-06-26,113705,87820,73186
2017-06-27,113705,87531,73199
2017-06-28,113705,87698,74442
2017-06-29,113705,87585,74958
2017-06-30,113705,87888,75413
2017-07-01,113305,86424,64637
2017-07-02,113305,87819,61902
2017-07-03,113305,92113,77051
2017-07-04,113305,91290,78325
2017-07-05,113305,89667,78494
2017-07-06,113305,91939,80673
2017-07-07,113305,93549,78640
2017-07-08,113305,89545,68187
2017-07-09,113305,88021,64400
2017-07-10,113305,92732,78441
2017-07-11,113305,92247,79685
2017-07-12,113305,91477,80087
2017-07-13,113305,92621,81830
2017-07-14,113305,93437,83214
2017-07-15,113305,89847,69532
2017-07-16,113305,89317,65320
2017-07-17,113305,93900,81042
2017-07-18,113351,94706,80451
2017-07-19,113351,94157,82682
2017-07-20,113351,94712,84558
2017-07-21,113351,94987,84586
2017-07-22,113351,90733,75408
2017-07-23,113351,89993,68319
2017-07-24,113351,94461,82052
2017-07-25,113351,94780,83321
2017-07-26,113351,95163,80610
2017-07-27,113351,95140,79180
2017-07-28,113351,95482,78700
2017-07-29,113351,90645,66214
2017-07-30,113351,91077,63971
2017-07-31,113351,93121,69467
2017-08-01,113351,93092,71974
2017-08-02,113351,93550,73103
2017-08-03,113351,93031,74343
2017-08-04,113351,91769,76990
2017-08-05,113351,88265,72300
2017-08-06,113351,88398,70906
2017-08-07,113351,95125,84489
2017-08-08,113351,94804,83775
2017-08-09,113351,93714,80418
2017-08-10,113351,94592,79807
2017-08-11,113351,95564,80629
2017-08-12,114206,91506,69570
2017-08-13,114206,90404,61500
2017-08-14,114206,94832,72855
2017-08-15,114206,93361,67072
2017-08-16,114206,95468,75902
2017-08-17,114206,95799,77288
2017-08-18,114206,95321,77648
2017-08-19,114206,93359,67973
2017-08-20,114206,91390,62497
2017-08-21,114206,94942,79104
2017-08-22,114206,94813,80879
2017-08-23,114206,94851,83840
2017-08-24,114206,95345,83432
2017-08-25,114206,94808,79071
2017-08-26,114206,91577,63547
2017-08-27,114206,91074,59950
2017-08-28,114206,95752,75454
2017-08-29,114206,96582,71234
2017-08-30,114206,96569,68797
2017-08-31,114206,95847,70229
2017-09-01,114206,94100,70931
2017-09-02,114206,91533,61591
2017-09-03,114206,91678,58814
2017-09-04,114206,92846,72688
2017-09-05,114206,94499,71944
2017-09-06,114206,95006,71880
2017-09-07,114206,94511,71699
2017-09-08,114206,93909,73038
2017-09-09,114206,89779,64087
2017-09-10,114206,88745,59509
2017-09-11,114206,92651,70946
2017-09-12,114206,92313,72229
2017-09-13,114206,93014,70373
2017-09-14,114206,94191,71099
2017-09-15,114206,92279,69521
2017-09-16,114206,88214,60602
2017-09-17,114206,87659,58088
2017-09-18,114206,92551,71299
2017-09-19,114206,92665,73115
2017-09-20,114206,92456,68979
2017-09-21,114206,91777,69362
2017-09-22,114206,91816,69987
2017-09-23,114206,89309,61791
2017-09-24,114206,89652,59195
2017-09-25,114206,91820,72798
2017-09-26,114206,92144,72947
2017-09-27,114206,90947,70978
2017-09-28,114206,91397,68330
2017-09-29,115249,93193,64707
2017-09-30,115249,90193,58351
2017-10-01,115249,89766,56530
2017-10-02,115249,90276,55447
2017-10-03,115249,89682,48934
2017-10-04,115249,90044,46004
2017-10-05,115249,86206,48919
2017-10-06,115249,85300,52312
2017-10-07,115249,84897,54716
2017-10-08,115249,84897,56165
2017-10-09,115249,88352,62781
2017-10-10,115249,88736,70113
2017-10-11,115249,89078,68423
2017-10-12,115249,89422,67158
2017-10-13,115249,87471,66400
2017-10-14,115249,85314,58848
2017-10-15,115249,83035,56499
2017-10-16,115900,84250,67783
2017-10-17,115900,85546,68021
2017-10-18,115900,86343,67701
2017-10-19,115900,86417,68224
2017-10-20,115900,87499,66981
2017-10-21,115900,86319,58896
2017-10-22,115900,88162,56047
2017-10-23,115900,87936,67501
2017-10-24,115900,86397,67971
2017-10-25,115900,87495,67111
2017-10-26,115900,85521,67751
2017-10-27,115900,86125,66589
2017-10-28,115900,83421,58510
2017-10-29,115900,84929,56295
2017-10-30,115900,87521,68265
2017-10-31,115900,87081,67675
2017-11-01,115900,85425,66262
2017-11-02,115900,86093,67063
2017-11-03,115900,85673,66731
2017-11-04,115900,83556,58933
2017-11-05,115900,85517,56809
2017-11-06,115900,88088,68148
2017-11-07,115900,87229,67851
2017-11-08,115900,88117,66862
2017-11-09,115900,88234,67500
2017-11-10,115900,85972,68299
2017-11-11,115900,85993,59621
2017-11-12,115900,87050,57618
2017-11-13,115900,87918,70689
2017-11-14,115900,87731,70501
2017-11-15,115900,89682,71978
2017-11-16,115900,91217,72971
2017-11-17,115900,92398,74345
2017-11-18,115900,89274,64400
2017-11-19,115900,90095,61715
2017-11-20,115900,91442,76794
2017-11-21,115900,90278,77327
2017-11-22,115900,91187,77349
2017-11-23,116278,92783,77003
2017-11-24,116278,92807,77605
2017-11-25,116278,86553,65980
2017-11-26,116278,88497,61257
2017-11-27,116278,92492,76318
2017-11-28,116278,93583,76519
2017-11-29,116278,93866,74378
2017-11-30,116278,92483,77048
2017-12-01,116278,92783,77668
2017-12-02,116278,92906,66179
2017-12-03,116278,91700,61218
2017-12-04,116657,92064,79221
2017-12-05,116657,91914,80788
2017-12-06,116657,91812,80911
2017-12-07,116657,91572,80127
2017-12-08,116657,92551,81361
2017-12-09,116657,88449,68767
2017-12-10,116657,90784,64000
2017-12-11,116657,95498,83927
2017-12-12,116657,96095,85133
2017-12-13,116657,97418,84012
2017-12-14,116657,96778,84968
2017-12-15,116657,96407,84115
2017-12-16,116657,92603,70890
2017-12-17,116657,95078,66825
2017-12-18,116657,96581,84640
2017-12-19,116657,97171,83873
2017-12-20,116657,97205,83664
2017-12-21,116657,94978,83450
2017-12-22,116657,95844,81852
2017-12-23,116657,93545,67211
2017-12-24,116657,94461,63302
2017-12-25,116657,96082,66498
2017-12-26,116657,97780,81374
2017-12-27,116657,98281,83589
2017-12-28,116908,97955,83478
2017-12-29,116908,97981,78857
2017-12-30,116908,95536,64779
2017-12-31,116908,96958,62446
2018-01-01,116428,97398,62145
2018-01-02,116428,98255,79331
2018-01-03,116428,98830,81596
2018-01-04,116428,98111,84027
2018-01-05,116428,98798,82551
2018-01-06,116428,94963,68502
2018-01-07,116428,94608,64428
2018-01-08,116428,98246,83012
2018-01-09,116428,98786,84021
2018-01-10,116428,99146,84978
2018-01-11,116428,98986,85612
2018-01-12,116428,98988,85497
2018-01-13,116428,93735,72843
2018-01-14,116428,94636,66286
2018-01-15,116428,95204,80495
2018-01-16,116428,96018,82564
2018-01-17,116428,95696,80766
2018-01-18,116428,96327,79748
2018-01-19,116428,96839,79633
2018-01-20,116428,92979,67813
2018-01-21,116428,94866,63917
2018-01-22,116428,97485,80609
2018-01-23,116428,98318,85442
2018-01-24,116428,98511,86277
2018-01-25,116428,99147,87247
2018-01-26,116428,99232,87063
2018-01-27,116428,97365,74418
2018-01-28,116428,95051,68496
2018-01-29,116428,99605,86561
2018-01-30,116428,99203,86754
2018-01-31,116428,99706,85260
2018-02-01,116428,100239,83904
2018-02-02,116428,100029,84653
2018-02-03,116428,96130,72685
2018-02-04,116428,95710,69711
2018-02-05,116428,100724,87623
2018-02-06,116428,101148,88238
2018-02-07,116428,101050,87513
2018-02-08,116428,99882,87277
2018-02-09,116428,100220,84660
2018-02-10,116428,95524,71240
2018-02-11,116428,96307,68538
2018-02-12,116428,99856,86637
2018-02-13,116428,99516,83809
2018-02-14,116428,98260,77843
2018-02-15,116428,96010,63182
2018-02-16,116428,91926,57733
2018-02-17,116428,91080,59867
2018-02-18,116428,92300,61172
2018-02-19,116428,97460,76438
2018-02-20,116428,96945,79383
2018-02-21,116428,97072,80128
2018-02-22,116428,97291,79662
2018-02-23,116428,97115,79069
2018-02-24,116428,91253,66278
2018-02-25,116428,94215,63005
2018-02-26,116428,96486,76656
2018-02-27,116428,96476,77133
2018-02-28,116428,96527,78122
2018-03-01,116428,93988,68728
2018-03-02,116428,93668,76433
2018-03-03,116428,90231,64571
2018-03-04,116428,88452,58887
2018-03-05,116428,91613,77198
2018-03-06,116747,91932,74384
2018-03-07,116747,90131,75974
2018-03-08,116747,90761,78855
2018-03-09,116747,90418,75922
2018-03-10,116747,86257,64427
2018-03-11,116747,85495,59781
2018-03-12,116747,88956,73285
2018-03-13,116747,90231,71017
2018-03-14,116747,90597,68060
2018-03-15,116747,90695,71174
2018-03-16,116747,91314,72510
2018-03-17,116747,87175,61946
2018-03-18,116747,88083,58324
2018-03-19,116747,90418,72795
2018-03-20,116747,90937,72583
2018-03-21,116747,90501,78017
2018-03-22,116747,90196,73423
2018-03-23,116747,89581,72231
2018-03-24,116747,87003,61698
2018-03-25,116747,86394,57513
2018-03-26,116747,89715,69467
2018-03-27,116747,88147,67622
2018-03-28,116747,87816,66068
2018-03-29,116747,87826,67110
2018-03-30,116747,89166,65637
2018-03-31,116747,85067,57558
2018-04-01,116747,84193,56397
2018-04-02,116747,83579,65846
2018-04-03,116747,84946,66335
2018-04-04,116747,85253,68281
2018-04-05,116747,84634,70520
2018-04-06,116747,83403,69296
2018-04-07,116747,81063,60912
2018-04-08,116747,82219,58110
2018-04-09,116747,83521,68149
2018-04-10,116747,82433,66523
2018-04-11,116747,81614,65533
2018-04-12,116747,81768,66438
2018-04-13,116747,81726,66251
2018-04-14,116747,81200,62481
2018-04-15,116747,80067,56623
2018-04-16,116747,79121,65800
2018-04-17,116747,77568,66456
2018-04-18,116747,78400,65506
2018-04-19,116747,78924,66264
2018-04-20,116747,78947,65575
2018-04-21,116747,78552,57277
2018-04-22,116747,77731,56420
2018-04-23,116747,79894,69692
2018-04-24,116747,79133,68449
2018-04-25,116747,76747,64939
2018-04-26,116747,78154,65403
2018-04-27,116747,79175,64547
2018-04-28,116747,78144,56946
2018-04-29,116747,77172,55893
2018-04-30,116747,80785,64781
2018-05-01,116747,81580,60435
2018-05-02,116747,81261,67840
2018-05-03,116747,80297,65747
2018-05-04,117589,81094,63828
2018-05-05,117589,79174,56278
2018-05-06,117589,80610,55321
2018-05-07,117589,80891,60354
2018-05-08,117589,79415,65600
2018-05-09,117589,79444,65350
2018-05-10,117589,79074,65752
2018-05-11,117589,79009,65425
2018-05-12,117589,75171,60553
2018-05-13,117589,76940,55959
